stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,corner_placement,stop_position,on_street,at_street,heading
1546,1546,5001 S 1st/Emerald Wood,005001 1ST & EMERALD WOOD,30.213276,-97.778011,,https://www.capmetro.org/stopdetail/index.php?stop=1546,,,,0,Northeast,Mid-Block,1ST,EMERALD WOOD,41
1547,1547,4901 S 1st/Heartwood,004901 1ST & HEARTWOOD,30.214438,-97.776945,,https://www.capmetro.org/stopdetail/index.php?stop=1547,,,,0,Southeast,Nearside,1ST,HEARTWOOD,37
1548,1548,4617 S 1st/Orland,004617 1ST & ORLAND,30.216799,-97.775454,,https://www.capmetro.org/stopdetail/index.php?stop=1548,,,,0,Northeast,Mid-Block,1ST,ORLAND,28
1549,1549,4401 S 1st/St Elmo,004401 1ST & ST ELMO,30.220937,-97.772909,,https://www.capmetro.org/stopdetail/index.php?stop=1549,,,,0,Southeast,Nearside,1ST,ST ELMO,27
1550,1550,4217 S 1st/Radam,004217 1ST & RADAM,30.223688,-97.771174,,https://www.capmetro.org/stopdetail/index.php?stop=1550,,,,0,Southeast,Nearside,1ST,RADAM,29
1553,1553,3811 S 1st/Krebs,003811 1ST & KREBS,30.227804,-97.768560,,https://www.capmetro.org/stopdetail/index.php?stop=1553,,,,0,Southeast,Nearside,1ST,KREBS,28
1554,1554,3715 1st/South Center,003715 1ST & SOUTH CENTER,30.229626,-97.767469,,https://www.capmetro.org/stopdetail/index.php?stop=1554,,,,0,Northeast,Farside,1ST,SOUTH CENTER,29
1555,1555,3505 S 1st/Alpine,003505 1ST & ALPINE,30.231309,-97.766349,,https://www.capmetro.org/stopdetail/index.php?stop=1555,,,,0,Northeast,Farside,1ST,ALPINE,29
1556,1556,3205 S 1st/South Park,003205 1ST & SOUTH PARK,30.232951,-97.765303,,https://www.capmetro.org/stopdetail/index.php?stop=1556,,,,0,Southeast,Nearside,1ST,SOUTH PARK,28
1557,1557,3001 S 1st/Powell,003001 1ST & POWELL,30.235094,-97.763975,,https://www.capmetro.org/stopdetail/index.php?stop=1557,,,,0,Southeast,Nearside,1ST,POWELL,31
1558,1558,2701 S 1st/Cumberland,002701 1ST & CUMBERLAND,30.238061,-97.762106,,https://www.capmetro.org/stopdetail/index.php?stop=1558,,,,0,Southeast,Nearside,1ST,CUMBERLAND,29
1559,1559,2529 S 1st/Herndon,002529 1ST & HERNDON,30.239949,-97.760859,,https://www.capmetro.org/stopdetail/index.php?stop=1559,,,,0,Northeast,Farside,1ST,HERNDON,27
1560,1560,2401 S 1st/Oltorf,002401 1ST & OLTORF,30.241930,-97.759656,,https://www.capmetro.org/stopdetail/index.php?stop=1560,,,,0,Southeast,Nearside,1ST,OLTORF,34
1561,1561,2201 S 1st/Live Oak,002201 1ST & LIVE OAK,30.244369,-97.757657,,https://www.capmetro.org/stopdetail/index.php?stop=1561,,,,0,Southeast,Nearside,1ST,LIVE OAK,28
1562,1562,1801 S 1st/Annie,001801 1ST & ANNIE,30.247241,-97.755836,,https://www.capmetro.org/stopdetail/index.php?stop=1562,,,,0,Southeast,Nearside,1ST,ANNIE,26
1564,1564,1001 S 1st/Copeland,001001 1ST & COPELAND,30.253611,-97.752940,,https://www.capmetro.org/stopdetail/index.php?stop=1564,,,,0,Northeast,Mid-Block,1ST,COPELAND,29
1565,1565,615 South 1st/Copeland,000615 1ST & COPELAND,30.256192,-97.751284,,https://www.capmetro.org/stopdetail/index.php?stop=1565,,,,0,Northeast,Mid-Block,1ST,COPELAND,28
1566,1566,505 S 1st/Barton Springs,000505 1ST & BARTON SPRINGS,30.258137,-97.750069,,https://www.capmetro.org/stopdetail/index.php?stop=1566,,,,0,Southeast,Nearside,1ST,BARTON SPRINGS,26
1567,1567,301 S 1st/Riverside,000301 1ST & RIVERSIDE,30.259426,-97.749357,,https://www.capmetro.org/stopdetail/index.php?stop=1567,,,,0,Southeast,Nearside,1ST,RIVERSIDE,29
1569,1569,1121 Red River/12th,001121 RED RIVER & 12TH,30.272138,-97.734944,,https://www.capmetro.org/stopdetail/index.php?stop=1569,,,,0,Southeast,Nearside,RED RIVER,12TH,107
1570,1570,1313 Red River/Brackenridge,001313 RED RIVER & BRACKENRIDGE,30.274140,-97.734958,,https://www.capmetro.org/stopdetail/index.php?stop=1570,,,,0,Northeast,Farside,RED RIVER,BRACKENRIDGE,350
1577,1577,Dean Keeton/Dancy,001200 DEAN KEETON & DANCY,30.285195,-97.722898,,https://www.capmetro.org/stopdetail/index.php?stop=1577,,,,0,Southwest,Nearside,DEAN KEETON,DANCY,130
1578,1578,2219 Manor/Chestnut,002219 MANOR & CHESTNUT,30.284354,-97.718269,,https://www.capmetro.org/stopdetail/index.php?stop=1578,,,,0,Southwest,Nearside,MANOR,CHESTNUT,81
1579,1579,2515 Manor/Stafford,002515 MANOR & STAFFORD,30.284780,-97.715568,,https://www.capmetro.org/stopdetail/index.php?stop=1579,,,,0,Southwest,Nearside,MANOR,STAFFORD,80
1580,1580,2709 Manor/Walnut,002709 MANOR & WALNUT,30.285091,-97.713570,,https://www.capmetro.org/stopdetail/index.php?stop=1580,,,,0,Southeast,Mid-Block,MANOR,WALNUT,81
1581,1581,2803 Manor/Merrie Lynn,002803 MANOR & MERRIE LYNN,30.285350,-97.711918,,https://www.capmetro.org/stopdetail/index.php?stop=1581,,,,0,Southeast,Farside,MANOR,MERRIE LYNN,78
1582,1582,Manor/Alexander,002900 MANOR & ALEXANDER,30.285647,-97.709889,,https://www.capmetro.org/stopdetail/index.php?stop=1582,,,,0,Southeast,Farside,MANOR,ALEXANDER,83
1583,1583,2963 Manor/Rountree,002963 MANOR & ROUNTREE,30.286087,-97.707020,,https://www.capmetro.org/stopdetail/index.php?stop=1583,,,,0,Southeast,Mid-Block,MANOR,ROUNTREE,77
1587,1587,3515 Manor/Pershing,003515 MANOR & PERSHING,30.288908,-97.698702,,https://www.capmetro.org/stopdetail/index.php?stop=1587,,,,0,Southwest,Nearside,MANOR,PERSHING,60
1588,1588,Morris Williams Golf Course,004305 MANOR & PERSHING,30.290077,-97.694633,,https://www.capmetro.org/stopdetail/index.php?stop=1588,,,,0,Southeast,Mid-Block,MANOR,PERSHING,90
1589,1589,4601 Manor/Lovell,004601 MANOR & LOVELL,30.292793,-97.689207,,https://www.capmetro.org/stopdetail/index.php?stop=1589,,,,0,Northeast,Farside,MANOR,LOVELL,0
1590,1590,5005 Manor/Manor Circle,005005 MANOR & MANOR CIRCLE,30.297048,-97.687528,,https://www.capmetro.org/stopdetail/index.php?stop=1590,,,,0,Northeast,Farside,MANOR,MANOR CIRCLE,14
1591,1591,5029 Manor/51st,005029 MANOR & 51ST,30.297974,-97.687047,,https://www.capmetro.org/stopdetail/index.php?stop=1591,,,,0,Southeast,Nearside,MANOR,51ST,28
1592,1592,Manor/Pecan Springs,005400 MANOR & PECAN SPRINGS,30.301198,-97.684791,,https://www.capmetro.org/stopdetail/index.php?stop=1592,,,,0,Northeast,Farside,MANOR,PECAN SPRINGS,42
1593,1593,5503 Manor/Pecan Springs,005503 MANOR & PECAN SPRINGS,30.302505,-97.683408,,https://www.capmetro.org/stopdetail/index.php?stop=1593,,,,0,Northeast,Mid-Block,MANOR,PECAN SPRINGS,42
1594,1594,5711 Manor/Rogge,005711 MANOR & ROGGE,30.305088,-97.680830,,https://www.capmetro.org/stopdetail/index.php?stop=1594,,,,0,Northeast,Mid-Block,MANOR,ROGGE,29
1595,1595,5819 Manor/Sweeney,005819 MANOR & SWEENEY,30.306310,-97.680068,,https://www.capmetro.org/stopdetail/index.php?stop=1595,,,,0,Southeast,Nearside,MANOR,SWEENEY,28
1597,1597,6211 Manor/Walnut Hills,006211 MANOR & WALNUT HILLS,30.307941,-97.675228,,https://www.capmetro.org/stopdetail/index.php?stop=1597,,,,0,Southeast,Mid-Block,MANOR,WALNUT HILLS,93
1598,1598,6303 Manor/Reicher,006303 MANOR & REICHER,30.308004,-97.672645,,https://www.capmetro.org/stopdetail/index.php?stop=1598,,,,0,Southeast,Farside,MANOR,REICHER,77
1599,1599,6311 Manor/Northeast,006311 MANOR & NORTHEAST,30.308382,-97.671054,,https://www.capmetro.org/stopdetail/index.php?stop=1599,,,,0,Southwest,Nearside,MANOR,NORTHEAST,75
1600,1600,6699 Manor/Loyola,006699 MANOR & LOYOLA,30.309920,-97.667190,,https://www.capmetro.org/stopdetail/index.php?stop=1600,,,,0,Southeast,Nearside,MANOR,LOYOLA,53
1601,1601,7033 Manor/Susquehanna,007033 MANOR & SUSQUEHANNA,30.312849,-97.665031,,https://www.capmetro.org/stopdetail/index.php?stop=1601,,,,0,Southeast,Nearside,MANOR,SUSQUEHANNA,31
1603,1603,4601 Pecan Brook/Manor,004601 PECAN BROOK & MANOR,30.318321,-97.660799,,https://www.capmetro.org/stopdetail/index.php?stop=1603,,,,0,Southeast,Mid-Block,PECAN BROOK,MANOR,120
1604,1604,5109 Pecan Brook/Chisos Pass,005109 PECAN BROOK & CHISOS PASS,30.315551,-97.657848,,https://www.capmetro.org/stopdetail/index.php?stop=1604,,,,0,Southwest,Nearside,PECAN BROOK,CHISOS PASS,146
1606,1606,5513 Pecan Brook/Tumbleweed,005513 PECAN BROOK & TUMBLEWEED,30.313182,-97.653153,,https://www.capmetro.org/stopdetail/index.php?stop=1606,,,,0,Southwest,Nearside,PECAN BROOK,TUMBLEWEED,119
1607,1607,5721 Pecan Brook/Crystalbrook,005721 PECAN BROOK & CRYSTALBROOK,30.311980,-97.650620,,https://www.capmetro.org/stopdetail/index.php?stop=1607,,,,0,Southwest,Nearside,PECAN BROOK,CRYSTALBROOK,118
1608,1608,7008 Crystalbrook/Purple Sage,007008 CRYSTALBROOK & PURPLE SAGE,30.308000,-97.652679,,https://www.capmetro.org/stopdetail/index.php?stop=1608,,,,0,Southwest,Farside,CRYSTALBROOK,PURPLE SAGE,184
1614,1614,7109 Crystalbrook/Purple Sage,007109 CRYSTALBROOK & PURPLE SAGE,30.308573,-97.652374,,https://www.capmetro.org/stopdetail/index.php?stop=1614,,,,0,Northeast,Farside,CRYSTALBROOK,PURPLE SAGE,14
1615,1615,5600 Pecan Brook/Tumbleweed,005600 PECAN BROOK & TUMBLEWEED,30.313092,-97.652605,,https://www.capmetro.org/stopdetail/index.php?stop=1615,,,,0,Northeast,Nearside,PECAN BROOK,TUMBLEWEED,298
1616,1616,5300 Pecan Brook/Uray,005300 PECAN BROOK & URAY,30.314638,-97.655825,,https://www.capmetro.org/stopdetail/index.php?stop=1616,,,,0,Northwest,Farside,PECAN BROOK,URAY,299
1617,1617,5110 Pecan Brook/Chisos Pass,005110 PECAN BROOK & CHISOS PASS,30.315560,-97.657620,,https://www.capmetro.org/stopdetail/index.php?stop=1617,,,,0,Northeast,Nearside,PECAN BROOK,CHISOS PASS,315
1618,1618,4600 Pecan Brook/Manor,004600 PECAN BROOK & MANOR,30.318264,-97.660357,,https://www.capmetro.org/stopdetail/index.php?stop=1618,,,,0,Northeast,Mid-Block,PECAN BROOK,MANOR,300
1619,1619,7000 Manor/Susquehanna,007000 MANOR & SUSQUEHANNA,30.313865,-97.664697,,https://www.capmetro.org/stopdetail/index.php?stop=1619,,,,0,Northwest,Mid-Block,MANOR,SUSQUEHANNA,210
1621,1621,6650 Manor/Loyola,006650 MANOR & LOYOLA,30.310003,-97.667482,,https://www.capmetro.org/stopdetail/index.php?stop=1621,,,,0,Southwest,Farside,MANOR,LOYOLA,232
1622,1622,6400 Manor/Northeast,006400 MANOR & NORTHEAST,30.308500,-97.671213,,https://www.capmetro.org/stopdetail/index.php?stop=1622,,,,0,Northwest,Farside,MANOR,NORTHEAST,255
1623,1623,6300 Manor/Reicher,006300 MANOR & REICHER,30.308140,-97.672813,,https://www.capmetro.org/stopdetail/index.php?stop=1623,,,,0,Northeast,Nearside,MANOR,REICHER,257
1624,1624,6118 Manor/Walnut Hills,006118 MANOR & WALNUT HILLS,30.308098,-97.676444,,https://www.capmetro.org/stopdetail/index.php?stop=1624,,,,0,Northwest,Farside,MANOR,WALNUT HILLS,261
1625,1625,6102 Manor/Wheeless,006102 MANOR & WHEELESS,30.307941,-97.678194,,https://www.capmetro.org/stopdetail/index.php?stop=1625,,,,0,Northwest,Nearside,MANOR,WHEELESS,262
1626,1626,5900 Manor/Sweeney,005900 MANOR & SWEENEY,30.306590,-97.680101,,https://www.capmetro.org/stopdetail/index.php?stop=1626,,,,0,Northwest,Nearside,MANOR,SWEENEY,208
1627,1627,5700 Manor/Rogge,005700 MANOR & ROGGE,30.304710,-97.681310,,https://www.capmetro.org/stopdetail/index.php?stop=1627,,,,0,Northwest,Nearside,MANOR,ROGGE,215
1629,1629,Manor/Wellington,005400 MANOR & WELLINGTON,30.301150,-97.685058,,https://www.capmetro.org/stopdetail/index.php?stop=1629,,,,0,Northwest,Nearside,MANOR,WELLINGTON,222
1631,1631,5100 Manor/51st,005100 MANOR & 51ST,30.298362,-97.687020,,https://www.capmetro.org/stopdetail/index.php?stop=1631,,,,0,Northwest,Nearside,MANOR,51ST,207
1632,1632,Manor/Manor Circle,005000 MANOR & MANOR CIRCLE,30.297014,-97.687716,,https://www.capmetro.org/stopdetail/index.php?stop=1632,,,,0,Northwest,Nearside,MANOR,MANOR CIRCLE,194
1633,1633,4500 Manor/Lovell,004500 MANOR & LOVELL,30.292160,-97.689382,,https://www.capmetro.org/stopdetail/index.php?stop=1633,,,,0,Southwest,Farside,MANOR,LOVELL,180
1634,1634,3726 Manor/Lovell,003724 MANOR & LOVELL,30.290265,-97.695112,,https://www.capmetro.org/stopdetail/index.php?stop=1634,,,,0,Southwest,Mid-Block,MANOR,LOVELL,270
1635,1635,3600 Manor/Pershing,003600 MANOR & PERSHING,30.289340,-97.698275,,https://www.capmetro.org/stopdetail/index.php?stop=1635,,,,0,Northeast,Nearside,MANOR,PERSHING,243
1636,1636,Manor/Anchor,003400 MANOR & ANCHOR,30.287728,-97.701113,,https://www.capmetro.org/stopdetail/index.php?stop=1636,,,,0,Northeast,Nearside,MANOR,ANCHOR,230
1638,1638,2948 Manor/Banton,002948 MANOR & BANTON,30.286111,-97.707942,,https://www.capmetro.org/stopdetail/index.php?stop=1638,,,,0,Northeast,Nearside,MANOR,BANTON,260
1639,1639,Manor/Randolph,002800 MANOR & RANDOLPH,30.285663,-97.710921,,https://www.capmetro.org/stopdetail/index.php?stop=1639,,,,0,Northeast,Nearside,MANOR,RANDOLPH,260
1640,1640,Manor/Walnut,002700 MANOR & WALNUT,30.285159,-97.714104,,https://www.capmetro.org/stopdetail/index.php?stop=1640,,,,0,Northeast,Nearside,MANOR,WALNUT,261
1642,1642,2314 Manor/Maple,002314 MANOR & MAPLE,30.284672,-97.717292,,https://www.capmetro.org/stopdetail/index.php?stop=1642,,,,0,Northwest,Farside,MANOR,MAPLE,260
1643,1643,Dean Keeton/French,001400 DEAN KEETON & FRENCH,30.284134,-97.720595,,https://www.capmetro.org/stopdetail/index.php?stop=1643,,,,0,Northeast,Nearside,DEAN KEETON,FRENCH,263
1644,1644,Dean Keeton/Dancy NE Corner,001300 DEAN KEETON & DANCY,30.285273,-97.722452,,https://www.capmetro.org/stopdetail/index.php?stop=1644,,,,0,Northeast,Nearside,DEAN KEETON,DANCY,313
1649,1649,1400 Red River/15th,001400 RED RIVER & 15TH,30.275239,-97.735133,,https://www.capmetro.org/stopdetail/index.php?stop=1649,,,,0,Southwest,Farside,RED RIVER,15TH,204
1650,1650,1200 Red River/12th,001200 RED RIVER & 12TH,30.272545,-97.735061,,https://www.capmetro.org/stopdetail/index.php?stop=1650,,,,0,Northwest,Nearside,RED RIVER,12TH,194
1651,1651,Red River/11th,001100 RED RIVER & 11TH,30.271419,-97.735462,,https://www.capmetro.org/stopdetail/index.php?stop=1651,,,,0,Northwest,Nearside,RED RIVER,11TH,197
1655,1655,400 S 1st/Riverside,000400 1ST & RIVERSIDE,30.259308,-97.749759,,https://www.capmetro.org/stopdetail/index.php?stop=1655,,,,0,Southwest,Mid-Block,1ST,RIVERSIDE,205
1656,1656,500 S 1st/Barton Springs,000500 1ST & BARTON SPRINGS,30.258081,-97.750396,,https://www.capmetro.org/stopdetail/index.php?stop=1656,,,,0,Southwest,Farside,1ST,BARTON SPRINGS,207
1657,1657,614 South 1st/Barton Springs,000614 1ST & BARTON SPRINGS,30.256619,-97.751224,,https://www.capmetro.org/stopdetail/index.php?stop=1657,,,,0,Southwest,Mid-Block,1ST,BARTON SPRINGS,207
1659,1659,1214 S 1st/Gibson,001214 1ST & GIBSON,30.251662,-97.754362,,https://www.capmetro.org/stopdetail/index.php?stop=1659,,,,0,Northwest,Nearside,1ST,GIBSON,199
1661,1661,1720 S 1st/Annie,001720 1ST & ANNIE,30.247569,-97.755862,,https://www.capmetro.org/stopdetail/index.php?stop=1661,,,,0,Northwest,Nearside,1ST,ANNIE,196
1662,1662,2112 S 1st/Live Oak,002112 1ST & LIVE OAK,30.244645,-97.757707,,https://www.capmetro.org/stopdetail/index.php?stop=1662,,,,0,Northwest,Nearside,1ST,LIVE OAK,210
1663,1663,2324 S 1st/Oltorf,002324 1ST & OLTORF,30.242264,-97.759614,,https://www.capmetro.org/stopdetail/index.php?stop=1663,,,,0,Northwest,Nearside,1ST,OLTORF,229
1664,1664,2522 S 1st/Herndon,002522 1ST & HERNDON,30.239755,-97.761235,,https://www.capmetro.org/stopdetail/index.php?stop=1664,,,,0,Northwest,Nearside,1ST,HERNDON,207
1665,1665,2904 S 1st/Sacramento,002904 1ST & SACRAMENTO,30.236209,-97.763482,,https://www.capmetro.org/stopdetail/index.php?stop=1665,,,,0,Northwest,Nearside,1ST,SACRAMENTO,208
1666,1666,3014 S 1st/Peacock,003014 1ST & PEACOCK,30.234537,-97.764504,,https://www.capmetro.org/stopdetail/index.php?stop=1666,,,,0,Northwest,Nearside,1ST,PEACOCK,209
1667,1667,3310 S 1st/Cardinal,003310 1ST & CARDINAL,30.232131,-97.766035,,https://www.capmetro.org/stopdetail/index.php?stop=1667,,,,0,Northwest,Nearside,1ST,CARDINAL,208
1668,1668,3508 S 1st/Alpine,003508 1ST & ALPINE,30.230904,-97.766781,,https://www.capmetro.org/stopdetail/index.php?stop=1668,,,,0,Northwest,Nearside,1ST,ALPINE,208
1669,1669,3808 S 1st/Post Road,003808 1ST & POST ROAD,30.228459,-97.768348,,https://www.capmetro.org/stopdetail/index.php?stop=1669,,,,0,Southwest,Mid-Block,1ST,POST ROAD,209
1671,1671,4104 S 1st/Ben White,004104 1ST & BEN WHITE,30.225333,-97.770328,,https://www.capmetro.org/stopdetail/index.php?stop=1671,,,,0,Southwest,Mid-Block,1ST,BEN WHITE,209
1672,1672,4220 S 1st/Clifford,004220 1ST & CLIFFORD,30.223353,-97.771567,,https://www.capmetro.org/stopdetail/index.php?stop=1672,,,,0,Southwest,Farside,1ST,CLIFFORD,208
1673,1673,4326 S 1st/St Elmo,004326 1ST & ST ELMO,30.221255,-97.772893,,https://www.capmetro.org/stopdetail/index.php?stop=1673,,,,0,Northwest,Nearside,1ST,ST ELMO,209
1674,1674,4530 S 1st/Philco,004530 1ST & PHILCO,30.218151,-97.774823,,https://www.capmetro.org/stopdetail/index.php?stop=1674,,,,0,Northwest,Nearside,1ST,PHILCO,210
1676,1676,5000 S 1st/Emerald Wood,005000 1ST & EMERALD WOOD,30.213437,-97.778077,,https://www.capmetro.org/stopdetail/index.php?stop=1676,,,,0,Northwest,Nearside,1ST,EMERALD WOOD,221
1678,1678,5400 S 1st/Arbor Circle,005400 1ST & ARBOR CIRCLE,30.210434,-97.780019,,https://www.capmetro.org/stopdetail/index.php?stop=1678,,,,0,Southwest,Farside,1ST,ARBOR CIRCLE,215
1681,1681,6106 S 1st/Blueberry,006106 1ST & BLUEBERRY,30.202421,-97.784596,,https://www.capmetro.org/stopdetail/index.php?stop=1681,,,,0,Northwest,Nearside,1ST,BLUEBERRY,207
1682,1682,6400 S 1st/Eberhart,006400 1ST & EBERHART,30.200712,-97.785683,,https://www.capmetro.org/stopdetail/index.php?stop=1682,,,,0,Northwest,Nearside,1ST,EBERHART,208
1683,1683,6502 S 1st/King Edward,006502 1ST & KING EDWARD,30.199208,-97.786609,,https://www.capmetro.org/stopdetail/index.php?stop=1683,,,,0,Northwest,Mid-Block,1ST,KING EDWARD,209
1685,1685,William Cannon/Cooper,000800 WILLIAM CANNON & COOPER,30.198565,-97.790913,,https://www.capmetro.org/stopdetail/index.php?stop=1685,,,,0,Northeast,Nearside,WILLIAM CANNON,COOPER,295
1686,1686,William Cannon/Emerald Forest,000900 WILLIAM CANNON & EMERALD FOREST,30.199334,-97.793354,,https://www.capmetro.org/stopdetail/index.php?stop=1686,,,,0,Northeast,Nearside,WILLIAM CANNON,EMERALD FOREST,282
1701,1701,4400 Red River/44th,004400 RED RIVER & 44TH,30.303378,-97.720620,,https://www.capmetro.org/stopdetail/index.php?stop=1701,,,,0,Northwest,Nearside,RED RIVER,44TH,208
1703,1703,4000 Red River/40th,004000 RED RIVER & 40TH,30.298607,-97.722783,,https://www.capmetro.org/stopdetail/index.php?stop=1703,,,,0,Northwest,Nearside,RED RIVER,40TH,191
1704,1704,Red River/38th,003800 RED RIVER & 38TH,30.295760,-97.723443,,https://www.capmetro.org/stopdetail/index.php?stop=1704,,,,0,Northwest,Nearside,RED RIVER,38TH,200
1706,1706,3100 Red River/32nd,003100 RED RIVER & 32ND,30.290572,-97.727389,,https://www.capmetro.org/stopdetail/index.php?stop=1706,,,,0,Southwest,Farside,RED RIVER,32ND,180
1710,1710,1800 Red River/18th,001800 RED RIVER & 18TH,30.278197,-97.732943,,https://www.capmetro.org/stopdetail/index.php?stop=1710,,,,0,Northwest,Nearside,RED RIVER,18TH,199
1712,1712,1300 Red River/Brackenridge,001300 RED RIVER & BRACKENRIDGE,30.274061,-97.735178,,https://www.capmetro.org/stopdetail/index.php?stop=1712,,,,0,Northwest,Nearside,RED RIVER,BRACKENRIDGE,170
1718,1718,604 Barton Springs/1st,000604 BARTON SPRINGS & 1ST,30.258711,-97.750773,,https://www.capmetro.org/stopdetail/index.php?stop=1718,,,,0,Northwest,Mid-Block,BARTON SPRINGS,1ST,292
1720,1720,710 Bouldin/Retama,000710 BOULDIN & RETAMA,30.257201,-97.755051,,https://www.capmetro.org/stopdetail/index.php?stop=1720,,,,0,Northwest,Nearside,BOULDIN,RETAMA,198
1721,1721,1006 Bouldin/Columbus,001006 BOULDIN & COLUMBUS,30.254688,-97.756456,,https://www.capmetro.org/stopdetail/index.php?stop=1721,,,,0,Northwest,Nearside,BOULDIN,COLUMBUS,207
1722,1722,1316 Bouldin/Elizabeth,001316 BOULDIN & ELIZABETH,30.252323,-97.757885,,https://www.capmetro.org/stopdetail/index.php?stop=1722,,,,0,Northwest,Nearside,BOULDIN,ELIZABETH,208
1723,1723,1514 Bouldin/Monroe,001514 BOULDIN & MONROE,30.250809,-97.758737,,https://www.capmetro.org/stopdetail/index.php?stop=1723,,,,0,Northwest,Nearside,BOULDIN,MONROE,202
1724,1724,Bouldin/Annie,001700 BOULDIN & ANNIE,30.248780,-97.759825,,https://www.capmetro.org/stopdetail/index.php?stop=1724,,,,0,Northwest,Nearside,BOULDIN,ANNIE,209
1725,1725,Annie/5th,000900 ANNIE & 5TH,30.249232,-97.761383,,https://www.capmetro.org/stopdetail/index.php?stop=1725,,,,0,Northeast,Nearside,ANNIE,5TH,290
1726,1726,1816 S 5th/Mary,001816 5TH & MARY,30.248451,-97.762069,,https://www.capmetro.org/stopdetail/index.php?stop=1726,,,,0,Northwest,Nearside,5TH,MARY,210
1730,1730,5th/Cumberland,002600 5TH & CUMBERLAND,30.239991,-97.766028,,https://www.capmetro.org/stopdetail/index.php?stop=1730,,,,0,Northwest,Nearside,5TH,CUMBERLAND,205
1731,1731,1010 Cumberland/5th,001010 CUMBERLAND & 5TH,30.240685,-97.767903,,https://www.capmetro.org/stopdetail/index.php?stop=1731,,,,0,Northwest,Mid-Block,CUMBERLAND,5TH,295
1732,1732,2714 Raywood/Locke,002714 RAYWOOD & LOCKE,30.240225,-97.769008,,https://www.capmetro.org/stopdetail/index.php?stop=1732,,,,0,Northwest,Nearside,RAYWOOD,LOCKE,205
1733,1733,2866 Raywood/Weathers,002866 RAYWOOD & WEATHERS,30.238767,-97.769729,,https://www.capmetro.org/stopdetail/index.php?stop=1733,,,,0,Northwest,Nearside,RAYWOOD,WEATHERS,202
1734,1734,1003 Barton Skyway/Garden Villa,001003 BARTON SKYWAY & GARDEN VILLA,30.235922,-97.769523,,https://www.capmetro.org/stopdetail/index.php?stop=1734,,,,0,Southwest,Nearside,BARTON SKYWAY,GARDEN VILLA,122
1735,1735,3400 Garden Villa/Cardinal,003400 GARDEN VILLA & CARDINAL,30.234267,-97.771044,,https://www.capmetro.org/stopdetail/index.php?stop=1735,,,,0,Southwest,Farside,GARDEN VILLA,CARDINAL,208
1736,1736,Garden Villa/South Center NW Corner,003600 GARDEN VILLA & SOUTH CENTER,30.231869,-97.772554,,https://www.capmetro.org/stopdetail/index.php?stop=1736,,,,0,Northwest,Nearside,GARDEN VILLA,SOUTH CENTER,209
1737,1737,Garden Villa/Banister,003800 GARDEN VILLA & BANISTER,30.229371,-97.774161,,https://www.capmetro.org/stopdetail/index.php?stop=1737,,,,0,Northwest,Nearside,GARDEN VILLA,BANISTER,209
1741,1741,4402 Banister/Casey,004402 BANISTER & CASEY,30.225327,-97.781084,,https://www.capmetro.org/stopdetail/index.php?stop=1741,,,,0,Southwest,Farside,BANISTER,CASEY,209
1742,1742,Redd/Gillis,001300 REDD & GILLIS,30.224112,-97.783447,,https://www.capmetro.org/stopdetail/index.php?stop=1742,,,,0,Northeast,Nearside,REDD,GILLIS,299
1743,1743,Redd/Clawson,001600 REDD & CLAWSON,30.225828,-97.786040,,https://www.capmetro.org/stopdetail/index.php?stop=1743,,,,0,Northeast,Nearside,REDD,CLAWSON,329
1744,1744,1918 Redd/Manchaca,001918 REDD & MANCHACA,30.228227,-97.789189,,https://www.capmetro.org/stopdetail/index.php?stop=1744,,,,0,Northeast,Nearside,REDD,MANCHACA,299
1745,1745,Redd/Cactus,002000 REDD & CACTUS,30.228970,-97.790750,,https://www.capmetro.org/stopdetail/index.php?stop=1745,,,,0,Northeast,Nearside,REDD,CACTUS,300
1746,1746,2222 Western Trails/Pack Saddle,002222 WESTERN TRAILS & PACK SADDLE PASS,30.230411,-97.793637,,https://www.capmetro.org/stopdetail/index.php?stop=1746,,,,0,Northwest,Mid-Block,WESTERN TRAILS,PACK SADDLE PASS,295
1747,1747,2422 Western Trails/Roundup,002422 WESTERN TRAILS & ROUNDUP,30.229929,-97.796179,,https://www.capmetro.org/stopdetail/index.php?stop=1747,,,,0,Northeast,Nearside,WESTERN TRAILS,ROUNDUP,244
1748,1748,2554 Western Trails/Tejas Trail,002554 WESTERN TRAILS & TEJAS TRAIL,30.230226,-97.797670,,https://www.capmetro.org/stopdetail/index.php?stop=1748,,,,0,Northwest,Mid-Block,WESTERN TRAILS,TEJAS TRAIL,283
1750,1750,US 290/Mopac (Walmart),005001 US 290 & MOPAC,30.233365,-97.821420,,https://www.capmetro.org/stopdetail/index.php?stop=1750,,,,0,Southeast,Mid-Block,US 290,MOPAC,117
1754,1754,Western Trails/Roundup,002500 WESTERN TRAILS & ROUNDUP,30.229704,-97.796366,,https://www.capmetro.org/stopdetail/index.php?stop=1754,,,,0,Southwest,Nearside,WESTERN TRAILS,ROUNDUP,72
1756,1756,2001 Redd/Manchaca,002001 REDD & MANCHACA,30.228309,-97.789635,,https://www.capmetro.org/stopdetail/index.php?stop=1756,,,,0,Southwest,Nearside,REDD,MANCHACA,120
