stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,corner_placement,stop_position,on_street,at_street,heading
66,66,4925 Craigwood/FM 969,004925 CRAIGWOOD & FM 969,30.284171,-97.659854,,https://www.capmetro.org/stopdetail/index.php?stop=66,,,,0,Southeast,Nearside,CRAIGWOOD,FM 969,11
243,243,Rio Grande/15th,000606 15TH & RIO GRANDE,30.278890,-97.746031,,https://www.capmetro.org/stopdetail/index.php?stop=243,,,,0,Northeast,Nearside,15TH,RIO GRANDE,290
252,252,200 Trinity/2nd,000200 TRINITY & 2ND,30.263842,-97.740427,,https://www.capmetro.org/stopdetail/index.php?stop=252,,,,0,Northeast,Mid-Block,TRINITY,2ND,19
462,462,851 Rutland/Park Village,000851 RUTLAND & PARK VILLAGE,30.365470,-97.697520,,https://www.capmetro.org/stopdetail/index.php?stop=462,,,,0,Southeast,Mid-Block,RUTLAND,PARK VILLAGE,118
466,466,8740 Lamar/Payton Gin,008740 LAMAR & PAYTON GIN,30.356809,-97.701066,,https://www.capmetro.org/stopdetail/index.php?stop=466,,,,0,Southwest,Mid-Block,LAMAR,PAYTON GIN,230
467,467,8630 Lamar/Fairfield,008630 LAMAR & FAIRFIELD,30.355296,-97.703128,,https://www.capmetro.org/stopdetail/index.php?stop=467,,,,0,Southwest,Farside,LAMAR,FAIRFIELD,230
468,468,Lamar/Thurmond,008400 LAMAR & THURMOND,30.353139,-97.706082,,https://www.capmetro.org/stopdetail/index.php?stop=468,,,,0,Southwest,Farside,LAMAR,THURMOND,230
469,469,8320 Lamar/Meadowlark,008320 LAMAR & MEADOWLARK,30.352256,-97.707295,,https://www.capmetro.org/stopdetail/index.php?stop=469,,,,0,Northwest,Nearside,LAMAR,MEADOWLARK,229
471,471,7720 Lamar/Stobaugh,007720 LAMAR & STOBAUGH,30.346044,-97.713966,,https://www.capmetro.org/stopdetail/index.php?stop=471,,,,0,Southwest,Mid-Block,LAMAR,STOBAUGH,204
472,472,7520 Lamar/Morrow,007520 LAMAR & MORROW,30.343163,-97.715653,,https://www.capmetro.org/stopdetail/index.php?stop=472,,,,0,Southwest,Mid-Block,LAMAR,MORROW,208
474,474,6814 Lamar/Justin,006814 LAMAR & JUSTIN,30.336204,-97.720006,,https://www.capmetro.org/stopdetail/index.php?stop=474,,,,0,Southwest,Farside,LAMAR,JUSTIN,208
475,475,6600 Lamar/Brentwood,006600 LAMAR & BRENTWOOD,30.334109,-97.721322,,https://www.capmetro.org/stopdetail/index.php?stop=475,,,,0,Northwest,Nearside,LAMAR,BRENTWOOD,213
476,476,6200 Lamar/Denson,006200 LAMAR & DENSON,30.330425,-97.723636,,https://www.capmetro.org/stopdetail/index.php?stop=476,,,,0,Northwest,Nearside,LAMAR,DENSON,209
480,480,5528 Lamar/Koenig,005528 LAMAR & KOENIG,30.324247,-97.727528,,https://www.capmetro.org/stopdetail/index.php?stop=480,,,,0,Southwest,Mid-Block,LAMAR,KOENIG,208
482,482,5300 Lamar/North Loop,005300 LAMAR & NORTH LOOP,30.321308,-97.729374,,https://www.capmetro.org/stopdetail/index.php?stop=482,,,,0,Northwest,Nearside,LAMAR,NORTH LOOP,209
483,483,5106 Lamar/51st,005106 LAMAR & 51ST,30.319051,-97.730805,,https://www.capmetro.org/stopdetail/index.php?stop=483,,,,0,Northwest,Nearside,LAMAR,51ST,209
484,484,Triangle Station (SB),004600 GUADALUPE & LAMAR,30.314630,-97.732523,,https://www.capmetro.org/stopdetail/index.php?stop=484,,,,0,Southwest,Mid-Block,GUADALUPE,LAMAR,185
485,485,4500 Guadalupe/45th,004500 GUADALUPE & 45TH,30.311163,-97.732958,,https://www.capmetro.org/stopdetail/index.php?stop=485,,,,0,Northwest,Nearside,GUADALUPE,45TH,202
486,486,Guadalupe/43rd Street,004300 GUADALUPE & 43RD,30.308831,-97.734395,,https://www.capmetro.org/stopdetail/index.php?stop=486,,,,0,Northwest,Nearside,GUADALUPE,43RD,209
487,487,Guadalupe/41st Street,004100 GUADALUPE & 41ST,30.306703,-97.735756,,https://www.capmetro.org/stopdetail/index.php?stop=487,,,,0,Northwest,Nearside,GUADALUPE,41ST,209
489,489,Guadalupe/Maiden,003500 GUADALUPE & MAIDEN,30.301674,-97.738960,,https://www.capmetro.org/stopdetail/index.php?stop=489,,,,0,Northwest,Nearside,GUADALUPE,MAIDEN,211
490,490,Guadalupe/34th Street,003402 GUADALUPE & 34TH,30.300456,-97.739709,,https://www.capmetro.org/stopdetail/index.php?stop=490,,,,0,Northwest,Nearside,GUADALUPE,34TH,208
492,492,Guadalupe/30th Street,003000 GUADALUPE & 30TH,30.296804,-97.742028,,https://www.capmetro.org/stopdetail/index.php?stop=492,,,,0,Northwest,Nearside,GUADALUPE,30TH,209
494,494,Guadalupe/27th Street,002700 GUADALUPE & 27TH,30.292197,-97.741310,,https://www.capmetro.org/stopdetail/index.php?stop=494,,,,0,Northwest,Nearside,GUADALUPE,27TH,171
495,495,Guadalupe/26th Street,002600 GUADALUPE & 26TH,30.290673,-97.741408,,https://www.capmetro.org/stopdetail/index.php?stop=495,,,,0,Northwest,Nearside,GUADALUPE,26TH,186
497,497,UT West Mall Station (SB),002246 GUADALUPE & 23RD,30.286064,-97.741815,,https://www.capmetro.org/stopdetail/index.php?stop=497,,,,0,Southwest,Mid-Block,GUADALUPE,23RD,185
498,498,Guadalupe/W. 21st Street,002026 GUADALUPE & 21ST,30.283384,-97.742081,,https://www.capmetro.org/stopdetail/index.php?stop=498,,,,0,Southwest,Mid-Block,GUADALUPE,21ST,185
501,501,Guadalupe/16th Street,001600 GUADALUPE & 16TH,30.278962,-97.742708,,https://www.capmetro.org/stopdetail/index.php?stop=501,,,,0,Northwest,Nearside,GUADALUPE,16TH,198
506,506,11th/Congress,000100 11TH & CONGRESS,30.272700,-97.741376,,https://www.capmetro.org/stopdetail/index.php?stop=506,,,,0,Southwest,Nearside,11TH,CONGRESS,108
514,514,Congress/ 3rd Street,000300 CONGRESS & 3RD,30.265404,-97.743960,,https://www.capmetro.org/stopdetail/index.php?stop=514,,,,0,Northwest,Nearside,CONGRESS,3RD,198
515,515,Congress/Cesar Chavez,000100 CONGRESS & CESAR CHAVEZ,30.263554,-97.744623,,https://www.capmetro.org/stopdetail/index.php?stop=515,,,,0,Northwest,Nearside,CONGRESS,CESAR CHAVEZ,199
516,516,300 South Congress/Barton Springs,000300 CONGRESS & BARTON SPRINGS,30.258700,-97.746459,,https://www.capmetro.org/stopdetail/index.php?stop=516,,,,0,Southwest,Farside,CONGRESS,BARTON SPRINGS,198
517,517,612 Congress/Riverside,000612 CONGRESS & RIVERSIDE,30.255385,-97.747685,,https://www.capmetro.org/stopdetail/index.php?stop=517,,,,0,Southwest,Mid-Block,CONGRESS,RIVERSIDE,197
522,522,2020 Congress/Crockett,002020 CONGRESS & CROCKETT,30.243058,-97.752263,,https://www.capmetro.org/stopdetail/index.php?stop=522,,,,0,Northwest,Nearside,CONGRESS,CROCKETT,198
524,524,2300 Congress/College,002300 CONGRESS & COLLEGE,30.240333,-97.752905,,https://www.capmetro.org/stopdetail/index.php?stop=524,,,,0,Southwest,Farside,CONGRESS,COLLEGE,187
526,526,2622 Congress/Cumberland,002622 CONGRESS & CUMBERLAND,30.235695,-97.756374,,https://www.capmetro.org/stopdetail/index.php?stop=526,,,,0,Northwest,Nearside,CONGRESS,CUMBERLAND,217
527,527,2918 Congress/La Vista,002918 CONGRESS & LA VISTA,30.232590,-97.758530,,https://www.capmetro.org/stopdetail/index.php?stop=527,,,,0,Northwest,Nearside,CONGRESS,LA VISTA,209
528,528,3216 Congress/Frederick,003216 CONGRESS & FREDERICK,30.230450,-97.759870,,https://www.capmetro.org/stopdetail/index.php?stop=528,,,,0,Northwest,Nearside,CONGRESS,FREDERICK,208
529,529,Congress/Pickle,003630 CONGRESS & PICKLE,30.226896,-97.761935,,https://www.capmetro.org/stopdetail/index.php?stop=529,,,,0,Southwest,Farside,CONGRESS,PICKLE,202
531,531,4210 Congress/Radam,004210 CONGRESS & RADAM,30.220763,-97.765411,,https://www.capmetro.org/stopdetail/index.php?stop=531,,,,0,Southwest,Mid-Block,CONGRESS,RADAM,208
532,532,4354 Congress/St Elmo,004354 CONGRESS & ST ELMO,30.218436,-97.766883,,https://www.capmetro.org/stopdetail/index.php?stop=532,,,,0,Northwest,Nearside,CONGRESS,ST ELMO,209
543,543,4722 Congress/Sheraton,004722 CONGRESS & SHERATON,30.214748,-97.769232,,https://www.capmetro.org/stopdetail/index.php?stop=543,,,,0,Southwest,Mid-Block,CONGRESS,SHERATON,209
545,545,5300 Congress/Ramble,005300 CONGRESS & RAMBLE,30.208685,-97.773108,,https://www.capmetro.org/stopdetail/index.php?stop=545,,,,0,Southwest,Farside,CONGRESS,RAMBLE,207
546,546,5606 Congress/Sandra,005606 CONGRESS & SANDRA,30.204263,-97.775141,,https://www.capmetro.org/stopdetail/index.php?stop=546,,,,0,Northwest,Nearside,CONGRESS,SANDRA,199
548,548,6220 Congress/North Bluff,006220 CONGRESS & NORTH BLUFF,30.199041,-97.776595,,https://www.capmetro.org/stopdetail/index.php?stop=548,,,,0,Northwest,Nearside,CONGRESS,NORTH BLUFF,194
550,550,115 William Cannon/Circle S,000115 WILLIAM CANNON & CIRCLE S,30.192663,-97.777841,,https://www.capmetro.org/stopdetail/index.php?stop=550,,,,0,Southwest,Nearside,WILLIAM CANNON,CIRCLE S,104
551,551,409 William Cannon/Circle S,000409 WILLIAM CANNON & CIRCLE S,30.192082,-97.776037,,https://www.capmetro.org/stopdetail/index.php?stop=551,,,,0,Southeast,Mid-Block,WILLIAM CANNON,CIRCLE S,115
552,552,601 William Cannon/Circle S,000601 WILLIAM CANNON & CIRCLE S,30.191387,-97.773530,,https://www.capmetro.org/stopdetail/index.php?stop=552,,,,0,Southeast,Mid-Block,WILLIAM CANNON,CIRCLE S,104
553,553,Nelms/Bluff Springs,001600 NELMS & BLUFF SPRINGS,30.192738,-97.765327,,https://www.capmetro.org/stopdetail/index.php?stop=553,,,,0,Southwest,Nearside,NELMS,BLUFF SPRINGS,104
554,554,Bluff Springs/William Cannon,006600 BLUFF SPRINGS & WILLIAM CANNON,30.189427,-97.767879,,https://www.capmetro.org/stopdetail/index.php?stop=554,,,,0,Northwest,Nearside,BLUFF SPRINGS,WILLIAM CANNON,207
555,555,412 William Cannon/North Bluff,000412 WILLIAM CANNON & NORTH BLUFF,30.191773,-97.774139,,https://www.capmetro.org/stopdetail/index.php?stop=555,,,,0,Northwest,Mid-Block,WILLIAM CANNON,NORTH BLUFF,283
556,556,110 William Cannon/Circle S,000110 WILLIAM CANNON & CIRCLE S,30.192971,-97.777955,,https://www.capmetro.org/stopdetail/index.php?stop=556,,,,0,Northwest,Farside,WILLIAM CANNON,CIRCLE S,286
558,558,6319 Congress/Circle S,006319 CONGRESS & CIRCLE S,30.197392,-97.776908,,https://www.capmetro.org/stopdetail/index.php?stop=558,,,,0,Northeast,Mid-Block,CONGRESS,CIRCLE S,20
559,559,Little Texas Station (NB),005901 CONGRESS & LITTLE TEXAS,30.202145,-97.775515,,https://www.capmetro.org/stopdetail/index.php?stop=559,,,,0,Southeast,Nearside,CONGRESS,LITTLE TEXAS,13
560,560,5405 Congress/Mockingbird,005405 CONGRESS & MOCKINGBIRD,30.207107,-97.773733,,https://www.capmetro.org/stopdetail/index.php?stop=560,,,,0,Southeast,Nearside,CONGRESS,MOCKINGBIRD,23
565,565,4401 Congress/St Elmo,004401 CONGRESS & ST ELMO,30.217378,-97.767251,,https://www.capmetro.org/stopdetail/index.php?stop=565,,,,0,Southeast,Nearside,CONGRESS,ST ELMO,28
568,568,Congress/Alpine,003500 CONGRESS & ALPINE,30.228248,-97.760943,,https://www.capmetro.org/stopdetail/index.php?stop=568,,,,0,Northeast,Farside,CONGRESS,ALPINE,26
569,569,3307 Congress/Woodward,003307 CONGRESS & WOODWARD,30.230055,-97.759837,,https://www.capmetro.org/stopdetail/index.php?stop=569,,,,0,Northeast,Farside,CONGRESS,WOODWARD,29
571,571,2705 Congress/Cumberland,002705 CONGRESS & CUMBERLAND,30.235347,-97.756330,,https://www.capmetro.org/stopdetail/index.php?stop=571,,,,0,Southeast,Nearside,CONGRESS,CUMBERLAND,36
573,573,2203 Congress/Live Oak,002203 CONGRESS & LIVE OAK,30.241689,-97.752423,,https://www.capmetro.org/stopdetail/index.php?stop=573,,,,0,Southeast,Nearside,CONGRESS,LIVE OAK,6
574,574,1901 Congress/Mary,001901 CONGRESS & MARY,30.245024,-97.751212,,https://www.capmetro.org/stopdetail/index.php?stop=574,,,,0,Southeast,Nearside,CONGRESS,MARY,17
576,576,Congress/The Circle,001221 CONGRESS & THE CIRCLE,30.251531,-97.748789,,https://www.capmetro.org/stopdetail/index.php?stop=576,,,,0,Northeast,Mid-Block,CONGRESS,THE CIRCLE,17
577,577,611 Congress/Academy,000611 CONGRESS & ACADEMY,30.255340,-97.747390,,https://www.capmetro.org/stopdetail/index.php?stop=577,,,,0,Northeast,Mid-Block,CONGRESS,ACADEMY,17
578,578,101 Congress/2nd,000101 CONGRESS & 2ND,30.264174,-97.744098,,https://www.capmetro.org/stopdetail/index.php?stop=578,,,,0,Southeast,Nearside,CONGRESS,2ND,19
580,580,Congress/4th,000323 CONGRESS & 4TH,30.266052,-97.743390,,https://www.capmetro.org/stopdetail/index.php?stop=580,,,,0,Southeast,Nearside,CONGRESS,4TH,108
590,590,Lavaca/12th,001100 LAVACA & 12TH,30.274408,-97.742995,,https://www.capmetro.org/stopdetail/index.php?stop=590,,,,0,Southeast,Nearside,LAVACA,12TH,18
591,591,Capitol Station (NB),001200 LAVACA & 13TH,30.275587,-97.742558,,https://www.capmetro.org/stopdetail/index.php?stop=591,,,,0,Southeast,Nearside,LAVACA,13TH,17
593,593,Lavaca/15th,001415 LAVACA & 15TH,30.277383,-97.741894,,https://www.capmetro.org/stopdetail/index.php?stop=593,,,,0,Southeast,Nearside,LAVACA,15TH,18
599,599,Guadalupe/Dean Keeton,002500 GUADALUPE & DEAN KEETON,30.289567,-97.741302,,https://www.capmetro.org/stopdetail/index.php?stop=599,,,,0,Southeast,Nearside,GUADALUPE,DEAN KEETON,5
602,602,Guadalupe/30th,002927 GUADALUPE & 30TH,30.296390,-97.742030,,https://www.capmetro.org/stopdetail/index.php?stop=602,,,,0,Southeast,Nearside,GUADALUPE,30TH,29
603,603,3101 Guadalupe/31st,003101 GUADALUPE & 31ST,30.297781,-97.741153,,https://www.capmetro.org/stopdetail/index.php?stop=603,,,,0,Southeast,Nearside,GUADALUPE,31ST,29
604,604,Guadalupe/34th,003300 GUADALUPE & 34TH,30.300639,-97.739393,,https://www.capmetro.org/stopdetail/index.php?stop=604,,,,0,Southeast,Farside,GUADALUPE,34TH,28
605,605,Guadalupe/38th,003713 GUADALUPE & 38TH,30.302526,-97.738152,,https://www.capmetro.org/stopdetail/index.php?stop=605,,,,0,Southeast,Nearside,GUADALUPE,38TH,27
606,606,Hyde Park Station (NB),003901 GUADALUPE & 39TH,30.304418,-97.736950,,https://www.capmetro.org/stopdetail/index.php?stop=606,,,,0,Northeast,Farside,GUADALUPE,39TH,29
607,607,Guadalupe/41st,004031 GUADALUPE & 41ST,30.306234,-97.735787,,https://www.capmetro.org/stopdetail/index.php?stop=607,,,,0,Southeast,Nearside,GUADALUPE,41ST,28
608,608,Guadalupe/43rd,004227 GUADALUPE & 43RD,30.308500,-97.734340,,https://www.capmetro.org/stopdetail/index.php?stop=608,,,,0,Southeast,Nearside,GUADALUPE,43RD,29
609,609,4413 Guadalupe/45th,004413 GUADALUPE & 45TH,30.310730,-97.732930,,https://www.capmetro.org/stopdetail/index.php?stop=609,,,,0,Southeast,Nearside,GUADALUPE,45TH,27
610,610,Triangle Station (NB),004701 GUADALUPE & 46TH,30.314816,-97.732264,,https://www.capmetro.org/stopdetail/index.php?stop=610,,,,0,Northeast,Mid-Block,GUADALUPE,46TH,5
611,611,5007 Lamar/51st,005007 LAMAR & 51ST,30.318411,-97.730947,,https://www.capmetro.org/stopdetail/index.php?stop=611,,,,0,Southeast,Nearside,LAMAR,51ST,29
612,612,5301 Lamar/North Loop,005301 LAMAR & NORTH LOOP,30.321319,-97.729097,,https://www.capmetro.org/stopdetail/index.php?stop=612,,,,0,Northeast,Farside,LAMAR,NORTH LOOP,29
613,613,5419 Lamar/Nelray,005419 LAMAR & NELRAY,30.322780,-97.728190,,https://www.capmetro.org/stopdetail/index.php?stop=613,,,,0,Southeast,Nearside,LAMAR,NELRAY,29
614,614,5555 Lamar/Nelray,005555 LAMAR & NELRAY,30.324086,-97.727368,,https://www.capmetro.org/stopdetail/index.php?stop=614,,,,0,Northeast,Mid-Block,LAMAR,NELRAY,28
615,615,5827 Lamar/Koenig,005827 LAMAR & KOENIG,30.325644,-97.726371,,https://www.capmetro.org/stopdetail/index.php?stop=615,,,,0,Southeast,Nearside,LAMAR,KOENIG,31
617,617,6201 Lamar/Denson,006201 LAMAR & DENSON,30.330181,-97.723533,,https://www.capmetro.org/stopdetail/index.php?stop=617,,,,0,Southeast,Nearside,LAMAR,DENSON,29
618,618,6541 Lamar/Brentwood,006541 LAMAR & BRENTWOOD,30.333870,-97.721210,,https://www.capmetro.org/stopdetail/index.php?stop=618,,,,0,Southeast,Nearside,LAMAR,BRENTWOOD,27
619,619,6901 Lamar/Justin,006901 LAMAR & JUSTIN,30.336541,-97.719511,,https://www.capmetro.org/stopdetail/index.php?stop=619,,,,0,Southeast,Nearside,LAMAR,JUSTIN,25
620,620,7200 Lamar/St Johns,007200 LAMAR & ST JOHNS,30.339577,-97.717914,,https://www.capmetro.org/stopdetail/index.php?stop=620,,,,0,Northwest,Nearside,LAMAR,ST JOHNS,209
622,622,7545 Lamar/Morrow,007545 LAMAR & MORROW,30.343850,-97.714920,,https://www.capmetro.org/stopdetail/index.php?stop=622,,,,0,Southeast,Nearside,LAMAR,MORROW,31
623,623,8071 Lamar/Research,008071 LAMAR & RESEARCH,30.348283,-97.711558,,https://www.capmetro.org/stopdetail/index.php?stop=623,,,,0,Northeast,Mid-Block,LAMAR,RESEARCH,29
624,624,8415 Lamar/Thurmond,008415 LAMAR & THURMOND,30.353121,-97.705730,,https://www.capmetro.org/stopdetail/index.php?stop=624,,,,0,Southeast,Nearside,LAMAR,THURMOND,50
626,626,8631 Lamar/Elliott,008631 LAMAR & ELLIOTT,30.355174,-97.702927,,https://www.capmetro.org/stopdetail/index.php?stop=626,,,,0,Southeast,Nearside,LAMAR,ELLIOTT,50
627,627,8745 Lamar/Deen,008745 LAMAR & DEEN,30.356405,-97.701240,,https://www.capmetro.org/stopdetail/index.php?stop=627,,,,0,Southeast,Nearside,LAMAR,DEEN,49
628,628,8911 Lamar/Carpenter,008911 LAMAR & CARPENTER,30.358138,-97.699627,,https://www.capmetro.org/stopdetail/index.php?stop=628,,,,0,Southeast,Nearside,LAMAR,CARPENTER,24
631,631,Lott/Chico,001020 LOTT & CHICO,30.268820,-97.683060,,https://www.capmetro.org/stopdetail/index.php?stop=631,,,,0,Northwest,Nearside,LOTT,CHICO,209
632,632,3810 Oak Springs/Springdale,003810 OAK SPRINGS & SPRINGDALE,30.273662,-97.690850,,https://www.capmetro.org/stopdetail/index.php?stop=632,,,,0,Northwest,Farside,OAK SPRINGS,SPRINGDALE,274
633,633,3700 Oak Springs/Springdale,003700 OAK SPRINGS & SPRINGDALE,30.273773,-97.692771,,https://www.capmetro.org/stopdetail/index.php?stop=633,,,,0,Northwest,Mid-Block,OAK SPRINGS,SPRINGDALE,274
634,634,3200 Oak Springs/Airport,003200 OAK SPRINGS & AIRPORT,30.273610,-97.698350,,https://www.capmetro.org/stopdetail/index.php?stop=634,,,,0,Northwest,Farside,OAK SPRINGS,AIRPORT,259
635,635,Oak Springs/Ridgeway,002700 OAK SPRINGS & RIDGEWAY,30.272556,-97.704568,,https://www.capmetro.org/stopdetail/index.php?stop=635,,,,0,Northeast,Nearside,OAK SPRINGS,RIDGEWAY,260
636,636,2600 Rosewood/Ridgeway,002600 ROSEWOOD & RIDGEWAY,30.272509,-97.706241,,https://www.capmetro.org/stopdetail/index.php?stop=636,,,,0,Northwest,Mid-Block,ROSEWOOD,RIDGEWAY,271
637,637,2420 Rosewood/Bedford,002420 ROSEWOOD & BEDFORD,30.272319,-97.708296,,https://www.capmetro.org/stopdetail/index.php?stop=637,,,,0,Northwest,Farside,ROSEWOOD,BEDFORD,254
638,638,2370 Rosewood/Hargrave,002370 ROSEWOOD & HARGRAVE,30.271236,-97.710649,,https://www.capmetro.org/stopdetail/index.php?stop=638,,,,0,Northwest,Mid-Block,ROSEWOOD,HARGRAVE,243
642,642,Rosewood/San Bernard,001300 ROSEWOOD & SAN BERNARD,30.268756,-97.725507,,https://www.capmetro.org/stopdetail/index.php?stop=642,,,,0,Northeast,Nearside,ROSEWOOD,SAN BERNARD,261
645,645,E. 11th/Sabine,000700 11TH & SABINE,30.270893,-97.734212,,https://www.capmetro.org/stopdetail/index.php?stop=645,,,,0,Northeast,Nearside,11TH,SABINE,285
657,657,907 11th/Branch,000907 11TH & BRANCH,30.269860,-97.731241,,https://www.capmetro.org/stopdetail/index.php?stop=657,,,,0,Southeast,Farside,11TH,BRANCH,111
658,658,11th/Waller,001000 11TH & WALLER,30.269271,-97.729681,,https://www.capmetro.org/stopdetail/index.php?stop=658,,,,0,Southwest,Nearside,11TH,WALLER,113
659,659,1201 11th/Lydia,001201 11TH & LYDIA,30.268613,-97.727820,,https://www.capmetro.org/stopdetail/index.php?stop=659,,,,0,Southeast,Farside,11TH,LYDIA,115
660,660,1213 Rosewood/San Bernard,001213 ROSEWOOD & SAN BERNARD,30.268530,-97.726049,,https://www.capmetro.org/stopdetail/index.php?stop=660,,,,0,Southwest,Mid-Block,ROSEWOOD,SAN BERNARD,80
661,661,1319 Rosewood/Angelina,001319 ROSEWOOD & ANGELINA,30.268780,-97.724460,,https://www.capmetro.org/stopdetail/index.php?stop=661,,,,0,Southwest,Nearside,ROSEWOOD,ANGELINA,79
663,663,1909 Rosewood/Chicon,001909 ROSEWOOD & CHICON,30.269696,-97.718601,,https://www.capmetro.org/stopdetail/index.php?stop=663,,,,0,Southeast,Farside,ROSEWOOD,CHICON,80
664,664,Rosewood/Northwestern,002100 ROSEWOOD & NORTHWESTERN,30.270000,-97.716740,,https://www.capmetro.org/stopdetail/index.php?stop=664,,,,0,Southwest,Nearside,ROSEWOOD,NORTHWESTERN,80
665,665,2365 Rosewood/Hargrave,002365 ROSEWOOD & HARGRAVE,30.270988,-97.710880,,https://www.capmetro.org/stopdetail/index.php?stop=665,,,,0,Southwest,Nearside,ROSEWOOD,HARGRAVE,79
666,666,Rosewood/Webberville,002600 ROSEWOOD & WEBBERVILLE,30.272357,-97.705144,,https://www.capmetro.org/stopdetail/index.php?stop=666,,,,0,Southwest,Nearside,ROSEWOOD,WEBBERVILLE,91
667,667,2807 Oak Springs/Webberville,002807 OAK SPRINGS & WEBBERVILLE,30.272787,-97.702321,,https://www.capmetro.org/stopdetail/index.php?stop=667,,,,0,Southeast,Mid-Block,OAK SPRINGS,WEBBERVILLE,79
668,668,3201 Oak Springs/Airport,003201 OAK SPRINGS & AIRPORT,30.273434,-97.698427,,https://www.capmetro.org/stopdetail/index.php?stop=668,,,,0,Southwest,Nearside,OAK SPRINGS,AIRPORT,79
669,669,Oak Springs/Springdale,003800 OAK SPRINGS & SPRINGDALE,30.273534,-97.691296,,https://www.capmetro.org/stopdetail/index.php?stop=669,,,,0,Southeast,Mid-Block,OAK SPRINGS,SPRINGDALE,95
670,670,Ledesma/Springdale,004606 LEDESMA & SPRINGDALE,30.273803,-97.689827,,https://www.capmetro.org/stopdetail/index.php?stop=670,,,,0,Southeast,Farside,LEDESMA,SPRINGDALE,119
671,671,4903 Ledesma/Mendoza,004903 LEDESMA & MENDOZA,30.272699,-97.687491,,https://www.capmetro.org/stopdetail/index.php?stop=671,,,,0,Southeast,Farside,LEDESMA,MENDOZA,118
672,672,Ledesma/Richardine,005100 LEDESMA & RICHARDINE,30.271907,-97.685679,,https://www.capmetro.org/stopdetail/index.php?stop=672,,,,0,Southwest,Nearside,LEDESMA,RICHARDINE,116
673,673,Ledesma/Cessal,005211 LEDESMA & CESSAL,30.271221,-97.684066,,https://www.capmetro.org/stopdetail/index.php?stop=673,,,,0,Southwest,Nearside,LEDESMA,CESSAL,118
674,674,Northcross Transfer Center,007656 NORTHCROSS & FOSTER,30.353610,-97.735920,,https://www.capmetro.org/stopdetail/index.php?stop=674,,,,0,Southwest,Mid-Block,NORTHCROSS,FOSTER,162
675,675,7500 Burnet/Richcreek,007500 BURNET & RICHCREEK,30.350660,-97.734362,,https://www.capmetro.org/stopdetail/index.php?stop=675,,,,0,Northwest,Nearside,BURNET,RICHCREEK,208
678,678,Burnet/Twin Oaks Dr.,006610 BURNET & TWIN OAKS,30.342693,-97.738671,,https://www.capmetro.org/stopdetail/index.php?stop=678,,,,0,Northwest,Nearside,BURNET,TWIN OAKS,188
684,684,North Loop Station (SB),005242 BURNET & NORTH LOOP,30.324999,-97.739681,,https://www.capmetro.org/stopdetail/index.php?stop=684,,,,0,Southwest,Farside,BURNET,NORTH LOOP,175
685,685,Burnet/Hancock,005100 BURNET & HANCOCK,30.322213,-97.739436,,https://www.capmetro.org/stopdetail/index.php?stop=685,,,,0,Northwest,Nearside,BURNET,HANCOCK,177
686,686,Burnet/W. 49th,004900 BURNET & 49TH,30.320333,-97.739313,,https://www.capmetro.org/stopdetail/index.php?stop=686,,,,0,Northwest,Nearside,BURNET,49TH,176
687,687,Burnet/W. 47th,004700 BURNET & 47TH,30.318126,-97.739952,,https://www.capmetro.org/stopdetail/index.php?stop=687,,,,0,Northwest,Nearside,BURNET,47TH,209
688,688,Burnet/W. 45th,004500 BURNET & 45TH,30.315528,-97.741621,,https://www.capmetro.org/stopdetail/index.php?stop=688,,,,0,Northwest,Nearside,BURNET,45TH,209
689,689,4214 Medical Parkway/43rd,004214 MEDICAL & 43RD,30.312474,-97.742371,,https://www.capmetro.org/stopdetail/index.php?stop=689,,,,0,Northwest,Nearside,MEDICAL,43RD,190
690,690,4112 Medical Parkway/42nd,004112 MEDICAL & 42ND,30.310901,-97.742667,,https://www.capmetro.org/stopdetail/index.php?stop=690,,,,0,Southwest,Farside,MEDICAL,42ND,182
691,691,Medical Pkwy/W. 40th,004000 MEDICAL & 40TH,30.308566,-97.742745,,https://www.capmetro.org/stopdetail/index.php?stop=691,,,,0,Northwest,Nearside,MEDICAL,40TH,176
695,695,3120 Lamar/32nd,003120 LAMAR & 32ND,30.301236,-97.745740,,https://www.capmetro.org/stopdetail/index.php?stop=695,,,,0,Northwest,Nearside,LAMAR,32ND,208
716,716,800 Cesar Chavez/West,000800 CESAR CHAVEZ & WEST,30.265741,-97.752406,,https://www.capmetro.org/stopdetail/index.php?stop=716,,,,0,Northwest,Farside,CESAR CHAVEZ,WEST,289
717,717,B R Reynolds/Lamar,000200 B R REYNOLDS & LAMAR,30.267402,-97.756576,,https://www.capmetro.org/stopdetail/index.php?stop=717,,,,0,Southwest,Nearside,B R REYNOLDS,LAMAR,41
722,722,1414 Lamar/Cinco,001414 LAMAR & CINCO,30.252465,-97.764114,,https://www.capmetro.org/stopdetail/index.php?stop=722,,,,0,Northwest,Nearside,LAMAR,CINCO,221
726,726,2506 Lamar/La Casa,002506 LAMAR & LA CASA,30.246312,-97.778730,,https://www.capmetro.org/stopdetail/index.php?stop=726,,,,0,Northwest,Nearside,LAMAR,LA CASA,234
